MUSYM,Index,Year,Sheet_ID,Date,Date_survey_started,Survey,No,Time,Y,X,SVL_mm,Color,Nuptial_Pads,gravid,Sex,Adjusted_sex,Mass,COMMENTS,LOCAL_NAME,FORM_NAME,ALLIAN_SCI,ALLIAN_ENG,ASSOC_SCI,AREASYMBOL,MUKEY,Soil_description,Top_layer,Middle_layer,Parent_material,Drainage,Hydric_soil_group,Hydric_soil,lineOrig,Dist_to_breeding_pool,Dist_to_wetland,Dist_to_meadow
29B,788,2016,SCTR-14-MAY-2016-01,14-May-16,14-May-16,5,4,2329,4120928,363722,48.7,Y,Y,N,M,M,-,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,503,170.5996631,331.318023,0
29B,587,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,29,2230,4118438,364746,36.1,DY,N,N,SNBA,S,7.1,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,504,489.9229975,211.6008083,474.1752732
29B,936,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,6,-,4118894,364422,47,GY,N,N,SNBA,NBA,,"MISSED BY JF, BY ROAD",Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,505,90.55275791,297.1663944,205.6083244
29B,937,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,7,-,4118869,364390,50.2,GY,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,506,72.01359472,274.8399861,244.169182
29B,591,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,33,2235,4118446,364733,37,GY,N,N,SNBA,S,5.6,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,507,475.3161973,196.6276147,485.8227177
29B,940,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,10,-,4118897,364401,41.1,GY,N,N,SNBA,S,8.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,508,95.41388045,301.3728584,214.1527512
29B,941,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,11,-,4118915,364384,47.5,GY,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,509,117.1601077,321.2268257,206.5307847
29B,594,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,36,2239,4118436,364716,38.7,GY,N,N,SNBA,S,4.9,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,510,472.0347422,184.6933298,504.1146406
29B,595,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,37,2239,4118436,364716,37.2,GY,N,N,SNBA,S,5.9,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,511,472.0347422,184.6933298,504.1146406
29B,333,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,1,2030,4118472,364950,32,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,512,625.3450755,105.7875639,267.3638376
29B,945,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,15,-,4119009,364442,40.7,Y,Y,N,M,M,9.7,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,513,206.7357794,412.3004608,96.07983259
29B,598,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,40,2243,4118437,364715,34.6,GY,N,N,SNBA,S,5.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,514,470.6284135,183.3676353,504.9486377
29B,599,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,41,2244,4118458,364711,46.5,GY,N,N,SNBA,NBA,11.7,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,515,451.8722817,171.8929844,506.1408269
29B,600,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,42,2245,4118445,364712,39.3,GY,N,N,SNBA,S,6.7,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,516,462.5223158,177.4181233,506.7588145
29B,362,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,30,2122,4118428,365322,49.8,G,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,517,436.9215045,129.9504014,33.87039779
29B,363,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,31,2125,4118428,365322,45.4,DY,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,518,436.9215045,129.9504014,33.87039779
29B,365,2016,SCTR-22-APR-2016-01,22-Apr-16,22-Apr-16,1,33,2120,4118440,365329,40.4,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,519,428.8288741,134.7524489,20.91564605
29B,367,2016,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,1,35,2135,4118434,365329,40.5,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,520,429.3532056,135.7951861,26.81915567
29B,823,2016,SCTR-23-MAY-2016-01,23-May-16,23-May-16,6,18,42,4120133,365040,44.3,Y,Y,N,M,M,-,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,521,157.5889872,103.6104845,0
29B,824,2016,SCTR-23-MAY-2016-01,23-May-16,23-May-16,6,19,42,4120133,365040,34.2,GY,N,N,SNBA,S,-,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,522,157.5889872,103.6104845,0
29B,825,2016,SCTR-23-MAY-2016-01,23-May-16,23-May-16,6,20,43,4120128,365028,42.4,DY,N,N,SNBA,S,-,,Cultural Meadow,Medium-tall sod temperate or subpolar grassland,Dactylis glomerata - Rumex acetosella Herbaceous Alliance,Orchard Grass - Common Sheep Sorrel Herbaceous Alliance,Dactylis glomerata - Phleum pratense - Festuca spp. - Solidago spp. Herbaceous Vegetation,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,523,144.5922611,114.8104815,0
29B,826,2016,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,7,1,-,4118584,364295,45.5,GY,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,524,252.5669905,117.718173,531.2699136
29B,827,2016,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,7,2,-,4118584,364295,40.8,GY,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,525,252.5669905,117.718173,531.2699136
29B,828,2016,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,7,3,-,4118601,364268,43.1,DY,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,526,253.1574133,135.0616577,531.3437912
29B,830,2016,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,7,5,-,4118613,364277,39.3,DY,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,527,238.1548168,143.4535892,516.3624956
29B,975,2016,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,10,30,-,4119962,364122,37.3,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,528,485.4215481,172.8657535,317.4829331
29B,976,2016,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,10,31,-,4119957,364114,46.5,DY,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,529,490.918623,165.9661228,322.8558712
29B,977,2016,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,10,32,-,4119988,364146,46.7,GY,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,530,474.5460135,204.1900735,304.6921773
29B,978,2016,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,10,33,-,4119994,364117,52.7,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,531,503.1960815,202.5289145,334.2281531
29B,979,2016,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,10,34,-,4119968,364101,49.8,GY,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,532,507.1156379,173.7201969,339.1229164
29B,980,2016,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,10,35,-,4119992,364127,45,GY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,533,493.3343226,203.1378747,324.0604955
29B,981,2016,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,10,36,-,4119988,364124,53,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,534,494.2801611,198.4978737,325.8912115
29B,982,2016,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,11,1,-,4120379,363850,54.7,Y,Y,N,M,M,-,"SCUN 4120426, 0363849",Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,535,393.3465687,169.9338571,302.5390197
29B,983,2016,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,11,2,-,4120374,363848,43.8,DY,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,536,397.7317965,166.7967055,307.0774844
29B,985,2016,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,11,4,-,4120383,363850,46.5,DY,Y,N,M,M,-,ADS finished at 22:45,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,537,389.4645559,170.9839635,298.6140011
29B,987,2016,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,11,6,-,4120376,363849,48.5,DY,N,Y,F,F,-,JF finished transect 6 at 22:48,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,538,396.0219843,168.2322156,305.2960236
29B,988,2016,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,11,7,-,4120391,363840,43.3,G,N,N,SNBA,S,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,539,379.3522569,163.884538,288.9442127
29B,989,2016,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,11,8,-,4120398,363839,47.7,DY,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,540,372.3048233,165.4258274,281.8753619
29B,996,2016,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,11,15,-,4120439,363846,44.7,DY,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,541,334.3027318,190.5459687,243.0008446
29B,859,2016,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,7,34,-,4118787,364420,50.6,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,542,16.4913318,190.2919462,292.9390067
